iter	RMSE
759	504.8869171
760	504.8430328
761	504.3851333
762	504.2737774
763	504.1754732
764	504.0575272
765	503.9158625
766	503.7716394
767	503.7081149
768	503.5886075
769	503.5037212
770	503.4409362
771	503.3258244
772	503.1479012
773	503.0849585
774	502.9336823
775	502.8069582
776	502.6366736
777	502.4329079
778	502.3171782
779	502.10776
780	501.9406654
781	501.6747622
782	501.5279021
783	501.3517808
784	501.1912194
785	501.1140754
786	500.9843419
787	500.8317067
788	500.7449933
789	500.5433317
790	500.4710619
791	500.3589173
792	499.9400065
793	499.7797439
794	499.6627216
795	499.5678618
796	499.3998273
797	499.0093741
798	498.8922963
799	498.7788544
800	498.5570321
801	498.4275787
802	498.214849
803	497.9431368
804	497.8322425
805	497.730657
806	497.6219784
807	497.4410895
808	497.349593
809	497.1933884
810	496.9300029
811	496.7849471
812	496.6814441
813	496.4960329
814	496.3633096
815	496.1652751
816	495.923691
817	495.8405278
818	495.7070133
819	495.5937848
820	495.3732939
821	495.3204762
822	495.1776413
823	495.1391004
824	495.0839161
825	494.9646727
826	494.5750896
827	494.4701107
828	494.2656494
829	494.0859844
830	494.0004738
831	493.8142686
832	493.702575
833	493.6175077
834	493.4179145
835	493.0266902
836	492.9292919
837	492.7710087
838	492.5600915
839	492.4189079
840	492.3476288
841	492.2193567
842	491.9885303
843	491.7701823
844	491.6826948
845	491.529803
846	491.4529937
847	491.2930836
848	491.1423126
849	490.8862947
850	490.5223077
851	490.4093721
852	490.2261623
853	490.0522163
854	489.9850186
855	489.8883949
856	489.7866966
857	489.6871166
858	489.5002192
859	489.3925882
860	489.20057
861	488.8577307
862	488.7360387
863	488.6494985
864	488.5399254
865	488.5116648
866	488.4387059
867	488.2248875
868	488.1057782
869	487.9626712
870	487.9077297
871	487.8029676
872	487.7612033
873	487.6665485
874	487.6404326
875	487.6191015
876	487.4367006
877	487.3370223
878	487.287937
879	487.175457
880	487.057423
881	487.0342963
882	487.0091838
883	486.9218097
884	486.9073767
885	486.7835493
886	486.5689778
887	486.4334476
888	486.2646198
889	486.2377086
890	486.1607802
891	486.0698809
892	485.9793424
893	485.9586473
894	485.7796741
895	485.648901
896	485.513123
897	485.4215266
898	485.3043747
899	485.1039887
900	484.9576506
901	484.7542973
902	484.6504368
903	484.4228408
904	484.3124205
905	484.1793109
906	484.0003477
907	483.8844307
908	483.7947296
909	483.7497564
910	483.5870871
911	483.3957504
912	483.2600473
913	483.1782964
914	483.051567
915	482.9527186
916	482.9161603
917	482.7959941
918	482.642663
919	482.5068341
920	482.2931275
921	482.1373089
922	482.0396112
923	481.7981446
924	481.6169847
925	481.5017724
926	481.4125464
927	481.297372
928	481.1466709
929	481.0317173
930	480.8449237
931	480.5020125
932	480.4271074
933	480.3241109
934	480.2543541
935	479.9935824
936	479.8437102
937	479.6541422
938	479.5632415
939	479.4264422
940	479.3305746
941	479.1664329
942	479.011782
943	478.9037698
944	478.8320841
945	478.7105807
946	478.5529164
947	478.2723352
948	478.1667666
949	478.0622066
950	477.9321553
951	477.7967187
952	477.7253157
953	477.5945259
954	477.5049522
955	477.360745
956	477.0801796
957	477.0464732
958	476.943276
959	476.84439
960	476.7323105
961	476.518916
962	476.4112896
963	476.3208089
964	476.2302605
965	476.1691209
966	476.0242304
967	475.8758194
968	475.7935106
969	475.6786867
970	475.5738757
971	475.4701898
972	475.4230734
973	475.3916571
974	475.2624137
975	475.147956
976	475.0757918
977	474.9104145
978	474.7581848
979	474.6801915
980	474.5976506
981	474.5792308
982	474.4627831
983	474.3652109
984	474.2042935
985	474.1024573
986	473.9753126
987	473.901588
988	473.8268494
989	473.7339563
990	473.6019269
991	473.4742224
992	473.4628083
993	473.3911184
994	473.2501884
995	473.1690003
996	472.9800507
997	472.832236
998	472.6034858
999	472.4658033
