iter	Logloss
140	0.4219990741
141	0.4212906501
142	0.4209576205
143	0.4204016011
144	0.4200816148
145	0.4194254296
146	0.4188492029
147	0.4183622069
148	0.4177784571
149	0.4172265608
150	0.4168405517
151	0.4161794623
152	0.4157348143
153	0.4150978484
154	0.4145346441
155	0.4141799473
156	0.4138544763
157	0.4133385252
158	0.4127581403
159	0.4121319974
160	0.4117844139
161	0.4113638732
162	0.4109438624
163	0.4105863461
164	0.4100440386
165	0.4096186225
166	0.4091488288
167	0.4087852094
168	0.408588771
169	0.4080962645
170	0.407582005
171	0.4070742489
172	0.406612754
173	0.4063523855
174	0.4058590503
175	0.4053294065
176	0.4050888511
177	0.4048510636
178	0.4046188568
179	0.4041731504
180	0.4037540504
181	0.4035458105
182	0.4034694847
183	0.4029790422
184	0.4028000742
185	0.4026092925
186	0.4021863351
187	0.4016619271
188	0.4014701857
189	0.4011791394
190	0.4010043649
191	0.4006943953
192	0.4004934538
193	0.4000230665
194	0.3996102663
195	0.3991526809
196	0.3990543905
197	0.3986866634
198	0.3983489554
199	0.3980586994
200	0.3977840435
201	0.397377267
202	0.3969023329
203	0.3967195716
204	0.3964876148
205	0.3961902155
206	0.3959251987
207	0.3956105348
208	0.3954512993
209	0.3950911513
210	0.3948779605
211	0.3946083061
212	0.3945281378
213	0.3940243553
214	0.3939549849
215	0.3937149719
216	0.3935260989
217	0.3932272975
218	0.3928152639
219	0.3926551605
220	0.3925407988
221	0.3924141035
222	0.3920257623
223	0.3916578528
224	0.3913270461
225	0.3910227137
226	0.3906938209
227	0.3903544466
228	0.3902618267
229	0.3900145018
230	0.3898368425
231	0.3895614744
232	0.3893291873
233	0.389238818
234	0.388883617
235	0.3886281618
236	0.3884143953
237	0.3880613707
238	0.3877829261
239	0.3876246805
240	0.3875811086
241	0.3873541799
242	0.3870754928
243	0.3868916684
244	0.3867291101
245	0.3864523002
246	0.3862804829
247	0.3860971963
248	0.3859238092
249	0.3857724804
250	0.385679342
251	0.3855402591
252	0.3852313664
253	0.3850486603
254	0.3849203321
255	0.3847546919
256	0.3846691147
257	0.3845362854
258	0.3844289997
259	0.3842128425
260	0.3838779671
261	0.3838402191
262	0.3835995167
263	0.383365476
264	0.3830877414
265	0.3828658472
266	0.3825902634
267	0.3822659774
268	0.3820755975
269	0.3818935734
270	0.3816524254
271	0.3813622103
272	0.3810846648
273	0.3808574265
274	0.3806899721
275	0.3805439556
276	0.3803259873
277	0.3801328109
278	0.37995028
279	0.379730804
280	0.3794731141
281	0.3792547312
282	0.3790956067
283	0.3790117028
284	0.3788273282
285	0.3786972534
286	0.3786069611
287	0.378333923
288	0.3781936545
289	0.3780430396
290	0.3778191851
291	0.3776266115
292	0.377435225
293	0.3773249351
294	0.3770413328
295	0.3769366965
296	0.376769313
297	0.3765434307
298	0.3763585184
299	0.3762221242
300	0.3760107418
301	0.3758261065
302	0.3756984586
303	0.3754973144
304	0.3753812326
305	0.3752611686
306	0.3751652654
307	0.3749120173
308	0.3747831357
309	0.3745463738
310	0.3744531992
311	0.374079073
312	0.3739034275
313	0.3736362782
314	0.3734830631
315	0.373355272
316	0.3731304581
317	0.3729481619
318	0.3727895492
319	0.3725961234
320	0.3725260727
321	0.3721865537
322	0.3719044188
323	0.3718331598
324	0.3715553776
325	0.3714296913
326	0.3712780949
327	0.3711592811
328	0.3709665597
329	0.3708920039
330	0.3707213417
331	0.3706336021
332	0.3705153672
333	0.3704535045
334	0.3703681163
335	0.3701271596
336	0.3699199169
337	0.3697652851
338	0.3696216093
339	0.3694801633
340	0.3693586026
341	0.3691644301
342	0.3689772388
343	0.3687914438
344	0.3687222957
345	0.3685217111
346	0.3684130812
347	0.3682356169
348	0.3680332499
349	0.3677903278
350	0.3676587001
351	0.367624517
352	0.3674913277
353	0.3673652087
354	0.367078601
355	0.3668571543
356	0.3667202729
357	0.3665200333
358	0.366456903
359	0.3662173865
360	0.3660632234
361	0.365923395
362	0.3658003656
363	0.3655352325
364	0.3653664047
365	0.3652465529
366	0.3649855761
367	0.364921418
368	0.3648396248
369	0.3645211526
370	0.3643936496
371	0.3643328197
372	0.3640754876
373	0.36393898
374	0.3638524162
375	0.3638449938
376	0.363643417
377	0.363523874
378	0.3634733094
379	0.3633234189
380	0.3631715537
381	0.3630882888
382	0.3628764299
383	0.3627840697
384	0.3626763805
385	0.3625014657
386	0.3623433975
387	0.3621524607
388	0.3619112114
389	0.3617861686
390	0.3615833885
391	0.3614608954
392	0.3613361679
393	0.361237543
394	0.3611399823
395	0.3610203867
396	0.3609274869
397	0.3608005757
398	0.3605998647
399	0.3604153316
400	0.3603743843
401	0.3602650174
402	0.3601654943
403	0.3601081491
404	0.3599560037
405	0.3597216597
406	0.3594821983
407	0.3592666291
408	0.3591005221
409	0.358866989
410	0.3587516856
411	0.3585687749
412	0.3584620798
413	0.3583981019
414	0.3582713353
415	0.358052974
416	0.357833971
417	0.357738038
418	0.3576366798
419	0.3574632077
420	0.3574480715
421	0.357333828
422	0.3569006204
423	0.3567812552
424	0.3566922036
425	0.3566795392
426	0.3564975049
427	0.3562619589
428	0.3561146517
429	0.3558954582
430	0.3557250839
431	0.3556153793
432	0.3554609041
433	0.3553462498
434	0.3552272542
435	0.3550493734
436	0.3549403206
437	0.3547047702
438	0.3546822977
439	0.3546108488
440	0.3545481969
441	0.3543660596
442	0.3542207143
443	0.3539585294
444	0.3538292118
445	0.3536949202
446	0.3535306467
447	0.3533621834
448	0.353304643
449	0.3532067675
450	0.3530705167
451	0.3529975649
452	0.3528364463
453	0.3527735228
454	0.3526788173
455	0.3525243554
456	0.3524469098
457	0.3524006645
458	0.3522839341
459	0.3522522063
460	0.352139833
461	0.3520607504
462	0.3519335341
463	0.3518183042
464	0.3517215631
465	0.351549787
466	0.3514643472
467	0.351393802
468	0.3512825912
469	0.3510449781
470	0.3508828629
471	0.3507638271
472	0.350714906
473	0.3506151824
474	0.3504895148
475	0.3504223496
476	0.3502773522
477	0.3501614198
478	0.3501280315
479	0.3499658349
480	0.3497831962
481	0.3497223407
482	0.3493782421
483	0.3491656599
484	0.348997523
485	0.3489593822
486	0.3488698749
487	0.348730328
488	0.3486151118
489	0.3485205518
490	0.3483918382
491	0.3482385355
492	0.3481384259
493	0.3480151295
494	0.3478123734
495	0.3477859008
496	0.3476798807
497	0.3475716884
498	0.3475017705
499	0.3472934484
500	0.3471939012
501	0.3471276234
502	0.347074617
503	0.3469861908
504	0.3469125318
505	0.3467963832
506	0.346653794
507	0.346621655
508	0.3465310298
509	0.3464423712
510	0.3461844831
511	0.3460288886
512	0.3458928493
513	0.3458492868
514	0.3458063923
515	0.3457008651
516	0.3456339851
517	0.3454955202
518	0.34535198
519	0.3452761006
520	0.3451225
521	0.3450495705
522	0.3449901284
523	0.3448540809
524	0.3447920514
525	0.3447605205
526	0.3446721319
527	0.3444749258
528	0.3444710668
529	0.344328102
530	0.3441905936
531	0.3438995293
532	0.343784984
533	0.3435796346
534	0.3433692905
535	0.3433179256
536	0.3432381193
537	0.3432105284
538	0.3430391777
539	0.3429670588
540	0.3427975355
541	0.3427482033
542	0.3426274528
543	0.3425501582
544	0.3424635117
545	0.3423887053
546	0.3423271556
547	0.3421368896
548	0.3420183439
549	0.3418591327
550	0.34180316
551	0.3417198392
552	0.3414836433
553	0.3414529731
554	0.3413494209
555	0.3412271269
556	0.341159528
557	0.3411235036
558	0.3410971724
559	0.3409872428
560	0.3409293025
561	0.3408345626
562	0.3407005483
563	0.3406051298
564	0.3404659599
565	0.3403051604
566	0.3402682672
567	0.3400532538
568	0.3397777917
569	0.3397486389
570	0.3395830978
571	0.3395131531
572	0.3394855239
573	0.3393483714
574	0.3391835488
575	0.3390233432
576	0.3388878023
577	0.3387494138
578	0.3385846334
579	0.3384563767
580	0.3383257394
581	0.3382624601
582	0.3381234491
583	0.338067011
584	0.3378662939
585	0.3377777312
586	0.3376953959
587	0.3376564834
588	0.3376102284
589	0.3374539404
590	0.3372570795
591	0.3370677242
592	0.3368701768
593	0.3367323138
594	0.3366942356
595	0.3365924342
596	0.3365414964
597	0.336480068
598	0.336453139
599	0.3362642636
600	0.3361056424
601	0.3360148282
602	0.3359328309
603	0.3358794741
604	0.3358045199
605	0.3357367668
606	0.3356673626
607	0.3355814982
608	0.3354494859
609	0.335377357
610	0.3353288191
611	0.3351987834
612	0.3351263939
613	0.3350446936
614	0.3348811162
615	0.3347387502
616	0.3346702251
617	0.334498126
618	0.3343921715
619	0.334275598
620	0.33411347
621	0.3337907248
622	0.3336218347
623	0.3334063643
624	0.3332696288
625	0.3330746012
626	0.3329236848
627	0.3328397483
628	0.3327303215
629	0.3325392228
630	0.3324535923
631	0.3323702493
632	0.3322477537
633	0.332201691
634	0.3321072624
635	0.3319699399
636	0.3317895688
637	0.331526063
638	0.3313655821
639	0.3312058335
640	0.3309565622
641	0.3309398587
642	0.3308307375
643	0.3307249104
644	0.3305789526
645	0.3305246224
646	0.3304179721
647	0.3302318166
648	0.3300799296
649	0.3300336833
650	0.3299188982
651	0.3295263151
652	0.3293511676
653	0.3293122556
654	0.3291474254
655	0.3289723388
656	0.3288725311
657	0.3288226516
658	0.3286850006
659	0.3284821517
660	0.3284091703
661	0.328294773
662	0.3282307668
663	0.3281934782
664	0.3281008799
665	0.3279975839
666	0.3277723047
667	0.3276130461
668	0.3275525266
669	0.3273982129
670	0.3272129579
671	0.3271306797
672	0.3269960112
673	0.326987516
674	0.3268426214
675	0.3267751211
676	0.3267099017
677	0.3265227479
678	0.3263373781
679	0.3261953429
680	0.3261318675
681	0.3260008301
682	0.3259476476
683	0.3257140186
684	0.3256623783
685	0.3255760357
686	0.3254872122
687	0.3254574225
688	0.3254048779
689	0.3253187846
690	0.3252641754
691	0.3252097153
692	0.3250872395
693	0.3249035297
694	0.324775189
695	0.3245330435
696	0.3243166041
697	0.3241663721
698	0.3240786101
699	0.3240323863
700	0.323866331
701	0.3237693965
702	0.3236464736
703	0.3235854845
704	0.3234408049
705	0.32337454
706	0.3231811497
707	0.3230753586
708	0.3228829594
709	0.3228121218
710	0.3226402144
711	0.3225543651
712	0.3224598136
713	0.3224166301
714	0.3223381118
715	0.3221923482
716	0.3220308304
717	0.3218805571
718	0.321670731
719	0.3216071197
720	0.3215819956
721	0.3214772681
722	0.3212903652
723	0.3212054082
724	0.3210128329
725	0.3207943008
726	0.3207133031
727	0.3205806328
728	0.3204670391
729	0.320416287
730	0.3202856261
731	0.3201319058
732	0.3200041091
733	0.3199424118
734	0.3199009303
735	0.3198008704
736	0.3197021553
737	0.3195257194
738	0.3194954002
739	0.3192917529
740	0.3191504303
741	0.3189779456
742	0.3189140709
743	0.318804263
744	0.3187051278
745	0.3186620028
746	0.3185634677
747	0.3184309895
748	0.3184242262
749	0.3183318843
750	0.3182811632
751	0.3181977772
752	0.3181179519
753	0.3180618636
754	0.318037061
755	0.3179215447
756	0.3177484701
757	0.3177005614
758	0.3176658677
759	0.3175557524
760	0.3173972182
761	0.3173279773
762	0.3172875828
763	0.317213149
764	0.3171481019
765	0.3170833569
766	0.3169743958
767	0.3168312653
768	0.3166628268
769	0.3164673868
770	0.3163568892
771	0.3161706701
772	0.3161411499
773	0.3160423651
774	0.3157868844
775	0.3157375373
776	0.3156671066
777	0.3155255984
778	0.3154755711
779	0.315363664
780	0.3152580161
781	0.3152071401
782	0.3151720858
783	0.3151600041
784	0.3150498948
785	0.3149647064
786	0.3147477824
787	0.3146680319
788	0.3146017674
789	0.3145744747
790	0.3145144668
791	0.3144705393
792	0.3142628788
793	0.3140634044
794	0.3139637993
795	0.3138995361
796	0.3137829079
797	0.3137430223
798	0.3136423082
799	0.3136233297
800	0.3135586371
801	0.313534092
802	0.3135058741
803	0.3134048858
804	0.3133236829
805	0.3132479606
806	0.3129956562
807	0.3129224254
808	0.3128252457
809	0.3126611505
810	0.3125261509
811	0.312402749
812	0.312176728
813	0.3121158431
814	0.3120877422
815	0.3119606465
816	0.3119165571
817	0.3116866343
818	0.3115615545
819	0.3113584343
820	0.3113432286
821	0.3112795305
822	0.3112702434
823	0.3112623902
824	0.311190196
825	0.3109048038
826	0.3106715982
827	0.3105093934
828	0.3102405881
829	0.3101892514
830	0.3100552903
831	0.3100254386
832	0.3099697396
833	0.3097849001
834	0.3097393152
835	0.3097000996
836	0.3094471348
837	0.30941774
838	0.3092242658
839	0.3091638532
840	0.3089037991
841	0.3088443411
842	0.3086575145
843	0.3085143125
844	0.3084471345
845	0.3083099388
846	0.3081274946
847	0.3079588602
848	0.3079129169
849	0.3078637922
850	0.3078095303
851	0.3076593042
852	0.3074905829
853	0.3073219013
854	0.3071657502
855	0.3070611829
856	0.3070020738
857	0.3069403972
858	0.3068685132
859	0.3068198992
860	0.3067169378
861	0.3066099301
862	0.3065131767
863	0.3065052792
864	0.3063916839
865	0.3062929236
866	0.3061238009
867	0.3060740155
868	0.3059559696
869	0.3058123567
870	0.3057690161
871	0.3057355782
872	0.3055610661
873	0.305501652
874	0.3053832789
875	0.3053438156
876	0.3052139087
877	0.3051185987
878	0.3050673469
879	0.3050033288
880	0.3049220593
881	0.3048536635
882	0.3047762479
883	0.3045097458
884	0.3044040613
885	0.304302836
886	0.3042064597
887	0.3040634164
888	0.3040009289
889	0.3039939422
890	0.3038809684
891	0.3037604216
892	0.3037034471
893	0.3036573009
894	0.3035625924
895	0.3034184814
896	0.3032966129
897	0.3032554005
898	0.3032021092
899	0.3031095254
900	0.3030411079
901	0.302940736
902	0.3028619708
903	0.3026985954
904	0.3025746814
905	0.3023906817
906	0.3023191295
907	0.3021207438
908	0.3020364233
909	0.3019520607
910	0.3019054093
911	0.3017858282
912	0.3017175297
913	0.3015009345
914	0.301434389
915	0.3013178299
916	0.301223429
917	0.3011729956
918	0.3010647568
919	0.3008807638
920	0.3008419916
921	0.3008080678
922	0.3007487791
923	0.300648823
924	0.300506422
925	0.3003853086
926	0.3003541153
927	0.3003260266
928	0.3001332461
929	0.3001135465
930	0.3000045907
931	0.2999453371
932	0.2998993633
933	0.2998149138
934	0.2997207939
935	0.2995492109
936	0.2994759654
937	0.2993049385
938	0.2991080558
939	0.2988720206
940	0.2986932201
941	0.2984964169
942	0.2984396932
943	0.2982999017
944	0.2980823619
945	0.2980544452
946	0.2980337748
947	0.2979028118
948	0.2976552362
949	0.2975987903
950	0.2974386521
951	0.2971916361
952	0.2970059733
953	0.2968920965
954	0.2968238177
955	0.2967089726
956	0.2966625194
957	0.296529335
958	0.2964018198
959	0.2963537682
960	0.2962343952
961	0.2961152147
962	0.296045042
963	0.2959114646
964	0.2958842004
965	0.295782024
966	0.2957666914
967	0.2955437013
968	0.2955154209
969	0.2954697646
970	0.2953983802
971	0.295235884
972	0.2951842755
973	0.2950730181
974	0.2950213556
975	0.2949491386
976	0.2948664568
977	0.2948541309
978	0.294722709
979	0.294682208
980	0.2946517052
981	0.2944475991
982	0.2943846494
983	0.294230353
984	0.2941425975
985	0.2940669644
986	0.293935789
987	0.2938716694
988	0.2938425116
989	0.2936687696
990	0.2935489786
991	0.2933250627
992	0.2932208125
993	0.2931612779
994	0.2930506153
995	0.2930249869
996	0.2929470143
997	0.292889649
998	0.2928676486
999	0.29278231
